4.56353e-15, 300, 7.12205e+07, -1.04913e-37, 8.79237e-45, 8.15281e-75, 2.24593e-14, 8.15281e-75, 4.16297e-98, 3.27844e-65, 4.40344e-97, 4.21359e-199, 1.56675e-150, 7.1032e-116, 2.18539e-114, 8.08113e-73, 5.61707e-15, 3.64074e-133, 1.38552e-136, 3.72813e-155, 1.23421e-107, 1.96474e-160, 7.4849e-114, 4.12806e-143, 1.24341e-223, 5.78833e-153, 6.95478e-194, 1.4369e-134, 2.73254e-111, 3.16819e-103, 1.79887e-287, 1.67049e-239, 1.45963e-311, 1.40201e-134, 4.31154e-151, 4.37883e-246, 0, 2.32531e-60, 1.40201e-134, 2.08395e-188, 3.05397e-87, 1.37053e-177, 5.50045e-237, 1.80652e-169, 1.30716e-178, 3.88045e-157, 0, 0, 0, 1.19312e-247, 1, 1.06949e-15, 3.11106e-145, 5.04129e-178, 4.50335e-214, 0, 
4.56398e-11, 300, 7123.31, -3.69894e-34, 8.79325e-41, 8.87423e-50, 2.24616e-10, 8.15444e-63, 4.16421e-82, 3.2791e-53, 4.40432e-81, 9.65721e-35, 1.5632e-134, 9.30371e-100, 2.16384e-98, 8.08275e-61, 5.61764e-11, -1.50335e-49, -5.4194e-115, -1.34723e-116, 1.23458e-91, 1.96547e-140, 7.48715e-98, 4.1293e-123, 1.62861e-199, 7.58151e-133, 6.95617e-170, 1.43719e-114, 2.73308e-95, 3.16883e-87, -6.27072e-200, 1.67082e-207, 3.21576e-232, -8.14879e-69, 2.43933e-127, -3.1742e-193, -8.10223e-283, 2.29098e-52, -2.57757e-89, -3.59469e-139, -4.14926e-68, -6.82531e-137, -4.38693e-69, -1.18363e-113, 1.69891e-158, 3.87164e-137, 1.08099e-242, 5.84003e-249, 8.24394e-242, -2.4127e-84, 1, 1.0696e-11, 3.11168e-125, 5.0423e-154, 4.50425e-186, 4.52723e-178, 
5.01993e-10, 300, 647.636, 7.7472e-33, 9.67169e-40, 7.1587e-43, 2.47055e-09, 6.61222e-60, 3.36105e-75, 2.65887e-50, 2.35181e-77, 2.43088e-33, -1.69607e-82, 1.11949e-95, 1.09248e-94, 6.55393e-58, 6.17884e-10, 7.15873e-43, 5.58812e-93, 9.42403e-92, 9.96462e-85, 1.1183e-125, 6.04308e-91, 2.55502e-115, 6.7179e-132, 5.83628e-93, 5.71551e-140, -7.06438e-97, 1.45856e-91, 1.69111e-83, -1.30812e-159, -4.62915e-136, -2.66259e-203, 9.53409e-67, 2.12816e-99, -4.67497e-171, 1.66965e-231, 1.63958e-50, -1.35964e-82, -1.65636e-131, 4.95133e-61, 4.50992e-121, 5.13271e-67, -2.14312e-99, -6.30332e-127, -2.80049e-84, -1.60314e-186, -3.07057e-186, 6.34789e-123, -1.89224e-77, 1, 1.17645e-10, 1.10492e-120, 4.18682e-147, 2.46726e-155, 3.97511e-142, 
5.06552e-09, 300, 64.1951, -1.09243e-31, 9.75954e-39, 6.86352e-39, 2.49298e-08, 1.11475e-55, 1.63039e-69, 2.66509e-47, 2.29469e-73, -1.07586e-32, 2.55636e-77, 5.65129e-91, 7.72017e-91, 7.61773e-55, 6.23496e-09, 6.86352e-39, 5.51913e-84, 9.25717e-83, 4.8325e-79, 2.58653e-117, 2.93069e-85, 1.63855e-106, 4.60986e-124, 2.66983e-86, 4.44846e-131, -5.16472e-88, 1.61929e-87, 1.87746e-79, -6.92206e-121, 6.36068e-124, 7.5474e-160, -1.55071e-65, 3.84716e-88, 4.85331e-139, -2.67952e-205, 7.89077e-49, 1.04009e-77, -8.24106e-122, 4.74677e-56, 8.15606e-109, 6.36105e-67, 3.23025e-93, 2.29753e-119, 4.22101e-78, -1.62181e-173, -1.61269e-166, -5.42485e-112, 1.44751e-72, 1, 1.18714e-09, 1.22165e-115, 8.7556e-140, -4.30434e-137, 6.1499e-129, 
3.72692e-08, 300, 8.74185, -2.67329e-30, 7.18053e-38, 2.12184e-36, 1.8342e-07, 2.89287e-50, 7.99796e-64, 1.01799e-44, 7.76738e-70, -2.19127e-31, -7.77437e-70, 3.18751e-85, 6.41412e-86, 2.91771e-50, 4.58733e-08, 2.12184e-36, 7.42542e-78, 2.5549e-77, 1.66712e-74, 1.14511e-109, 1.01104e-80, 2.26608e-99, 5.47259e-118, 7.53589e-82, 5.49871e-123, 2.00989e-81, 4.63683e-82, 5.3761e-74, 2.16253e-111, 1.58499e-116, 1.27171e-148, -4.07798e-63, 6.34027e-82, 3.95928e-126, 1.25532e-171, 1.02662e-47, 3.6275e-75, 1.1504e-112, 1.03387e-52, 1.72369e-99, -3.73636e-63, -6.93231e-85, 7.31468e-115, -9.0586e-70, 2.9813e-164, 8.9531e-156, 1.87208e-105, 1.17831e-69, 1, 8.73427e-09, 2.48325e-109, 2.79466e-133, 1.03968e-114, 1.42127e-120, 
1.04265e-07, 300, 3.1386, -6.46931e-30, 2.10305e-37, -7.77279e-36, 5.13134e-07, 1.14425e-47, 1.04664e-56, 1.80759e-43, 2.09211e-67, -5.21749e-31, 6.07444e-39, -4.63636e-63, -6.62072e-70, 1.14469e-47, 1.28335e-07, -7.83318e-36, 5.69476e-74, 6.03926e-38, 3.24779e-68, 1.73062e-97, 1.89953e-74, 4.77951e-91, -1.2195e-103, -4.28877e-76, 3.36646e-79, 9.42165e-39, 7.60232e-80, 8.80329e-72, 2.20401e-67, 9.02445e-100, 7.05294e-135, 5.79656e-53, 7.28145e-80, 2.02954e-105, -2.82753e-154, 3.48666e-47, 5.78677e-59, 1.08225e-100, -6.53118e-52, 1.57264e-91, -2.29116e-62, 5.79656e-53, 3.9441e-85, -5.69285e-69, 1.18288e-136, 4.44962e-106, 1.5461e-101, -2.65333e-67, 0.999999, 2.4435e-08, 1.09233e-98, 3.39097e-124, 2.01202e-81, 1.00808e-111, 
1.7126e-07, 300.001, 1.91872, -7.73382e-30, 3.42524e-37, -1.85434e-35, 8.42848e-07, -1.7213e-47, 7.81747e-56, 2.63323e-42, 1.52729e-66, -6.21654e-31, -6.48807e-44, -6.18183e-63, -9.49361e-70, -1.71953e-47, 2.10796e-07, -1.86239e-35, -1.02552e-68, 8.05233e-38, 6.51051e-62, 2.64536e-96, 1.41867e-73, 1.16207e-88, 2.79356e-91, -1.25982e-75, 4.48942e-79, 1.25626e-38, 5.84815e-75, -1.85693e-70, 2.93856e-67, -8.67574e-92, -2.92839e-132, 7.72893e-53, -2.72003e-79, 2.7071e-105, -2.80703e-139, 5.89571e-47, 7.717e-59, -1.2854e-92, -2.78837e-51, 4.6257e-91, -5.04465e-62, 7.72893e-53, 5.25976e-85, 5.9973e-67, -8.07177e-120, 5.93512e-106, 3.90502e-101, -1.4777e-66, 0.999999, 4.01356e-08, 2.79647e-90, 6.38547e-116, -2.38972e-73, 1.54403e-113, 
2.38255e-07, 300.001, 1.38498, -8.15514e-30, 4.72649e-37, -4.64954e-35, 1.17256e-06, -7.30202e-47, -1.23478e-55, 5.22668e-42, 2.10766e-65, -6.56237e-31, -3.37198e-34, -6.69685e-63, -1.03654e-69, -7.29762e-47, 2.93258e-07, -4.65826e-35, -1.83937e-68, 8.72299e-38, 1.16998e-61, 1.86672e-95, -2.23749e-73, 1.19445e-87, 5.90637e-91, 2.50618e-75, 4.8648e-79, 1.3609e-38, 1.03482e-74, -2.00947e-70, 3.18351e-67, -2.61013e-91, 1.03785e-131, -6.25428e-49, -7.0341e-79, 2.93206e-105, -6.01131e-139, 8.18349e-47, 8.36101e-59, -2.15303e-92, -8.22156e-51, -1.11486e-90, -8.18489e-62, -6.25428e-49, 5.69874e-85, -8.1737e-34, -1.16598e-119, 6.42835e-106, 2.49885e-100, -4.24104e-66, 0.999998, 5.58362e-08, 1.3908e-90, 6.94675e-108, -4.00231e-73, -1.04853e-106, 
3.0525e-07, 300.001, 1.0855, -8.3049e-30, 5.60702e-37, -9.37062e-35, 1.50227e-06, -2.71489e-46, -7.12104e-55, 9.06631e-42, 5.45842e-65, -6.67039e-31, -5.62022e-34, 1.44749e-63, 1.24976e-70, -2.714e-46, 3.75718e-07, -9.35305e-35, -2.93997e-68, -1.75747e-37, 1.85864e-61, 7.40672e-95, -1.29103e-72, -2.33521e-87, 1.04506e-90, 1.26075e-74, 9.08274e-78, -2.74168e-38, 1.62035e-74, -6.49222e-70, 2.10902e-66, -6.67922e-91, -9.82392e-131, -1.8767e-48, -2.05166e-78, 5.4808e-104, -1.06889e-138, 9.77155e-47, -1.68362e-58, -4.21898e-92, -1.95486e-50, -4.18243e-90, -1.15178e-61, -1.8767e-48, -1.18447e-84, -2.45211e-33, -1.44508e-119, 1.20164e-104, 9.1146e-100, -9.26222e-66, 0.999998, 7.15368e-08, -4.7337e-90, 4.78854e-108, -7.84132e-73, -3.85405e-106, 
4.85291e-07, 300.001, 0.690457, -8.44924e-30, 8.19246e-37, -3.01186e-34, 2.38832e-06, -2.47591e-45, -3.3355e-53, -1.24088e-40, -1.38779e-63, -6.71182e-31, -8.38851e-34, 1.74719e-62, 2.67094e-69, -2.4756e-45, 5.97319e-07, -2.99848e-34, 1.38976e-67, -1.33796e-36, -4.67002e-60, 3.3702e-92, -6.05082e-71, -4.45801e-85, -1.67099e-90, 3.9756e-73, 8.20109e-77, -1.15753e-37, -1.46345e-73, 7.62571e-70, 6.95743e-66, 2.33992e-89, -8.05293e-128, -7.00352e-48, -1.43119e-77, 4.72443e-102, -1.61444e-135, 1.42742e-46, -2.60073e-57, 6.88573e-90, -1.02303e-49, -1.05012e-88, -2.06141e-61, -7.00352e-48, -1.51779e-83, -9.15013e-33, -8.24003e-118, 1.03582e-102, 1.03994e-98, -4.15165e-65, 0.999997, 1.1373e-07, 3.03889e-87, 1.22704e-104, 2.98682e-71, 2.79022e-104, 
